 Iterations, Maximum_Neighbours
      139320 ,          79
      139360 ,          78
      139400 ,          79
      139440 ,          80
      139480 ,          78
      139520 ,          80
      139560 ,          77
      139600 ,          79
      139640 ,          79
      139680 ,          76
      139720 ,          76
      139760 ,          76
      139800 ,          75
      139840 ,          77
      139880 ,          77
      139920 ,          77
      139960 ,          74
      140000 ,          75
      140040 ,          76
      140080 ,          76
      140120 ,          78
      140160 ,          79
      140200 ,          82
      140240 ,          79
      140280 ,          79
      140320 ,          80
      140360 ,          81
      140400 ,          84
      140440 ,          80
      140480 ,          80
      140520 ,          80
      140560 ,          83
      140600 ,          82
      140640 ,          81
      140680 ,          81
      140720 ,          83
      140760 ,          82
      140800 ,          83
      140840 ,          83
      140880 ,          81
      140920 ,          78
      140960 ,          77
      141000 ,          79
      141040 ,          82
      141080 ,          83
      141120 ,          83
      141160 ,          83
      141200 ,          81
      141240 ,          82
      141280 ,          80
      141320 ,          82
      141360 ,          80
      141400 ,          79
      141440 ,          80
      141480 ,          79
      141520 ,          78
      141560 ,          80
      141600 ,          79
      141640 ,          78
      141680 ,          76
      141720 ,          80
      141760 ,          78
      141800 ,          78
      141840 ,          79
      141880 ,          82
      141920 ,          82
      141960 ,          86
      142000 ,          88
      142040 ,          86
      142080 ,          86
      142120 ,          82
      142160 ,          82
      142200 ,          82
      142240 ,          83
      142280 ,          83
      142320 ,          84
      142360 ,          85
      142400 ,          83
      142440 ,          86
      142480 ,          85
      142520 ,          89
      142560 ,          84
      142600 ,          85
      142640 ,          86
      142680 ,          84
      142720 ,          83
      142760 ,          83
      142800 ,          85
      142840 ,          84
      142880 ,          85
      142920 ,          87
      142960 ,          87
      143000 ,          87
      143040 ,          87
      143080 ,          85
      143120 ,          85
      143160 ,          84
      143200 ,          85
      143240 ,          85
      143280 ,          87
      143320 ,          87
      143360 ,          90
      143400 ,          88
      143440 ,          90
      143480 ,          89
      143520 ,          89
      143560 ,          86
      143600 ,          83
      143640 ,          85
      143680 ,          86
      143720 ,          87
      143760 ,          90
      143800 ,          89
      143840 ,          93
